2024-02-19 23:02:48,768 INFO    StreamThr :7499 [internal.py:wandb_internal():87] W&B internal server running at pid: 7499, started at: 2024-02-19 23:02:48.768280
2024-02-19 23:02:48,770 DEBUG   HandlerThread:7499 [handler.py:handle_request():144] handle_request: status
2024-02-19 23:02:48,771 INFO    WriterThread:7499 [datastore.py:open_for_write():85] open: /home/chaz/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240219_230248-i1uz5pzd/run-i1uz5pzd.wandb
2024-02-19 23:02:48,772 DEBUG   SenderThread:7499 [sender.py:send():334] send: header
2024-02-19 23:02:48,774 DEBUG   SenderThread:7499 [sender.py:send():334] send: run
2024-02-19 23:02:49,033 INFO    SenderThread:7499 [dir_watcher.py:__init__():216] watching files in: /home/chaz/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240219_230248-i1uz5pzd/files
2024-02-19 23:02:49,033 INFO    SenderThread:7499 [sender.py:_start_run_threads():1065] run started: i1uz5pzd with start time 1708401768.767719
2024-02-19 23:02:49,033 DEBUG   SenderThread:7499 [sender.py:send_request():361] send_request: summary_record
2024-02-19 23:02:49,033 DEBUG   HandlerThread:7499 [handler.py:handle_request():144] handle_request: check_version
2024-02-19 23:02:49,034 INFO    SenderThread:7499 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-02-19 23:02:49,034 DEBUG   SenderThread:7499 [sender.py:send_request():361] send_request: check_version
2024-02-19 23:02:49,130 DEBUG   HandlerThread:7499 [handler.py:handle_request():144] handle_request: run_start
2024-02-19 23:02:49,131 DEBUG   HandlerThread:7499 [system_info.py:__init__():31] System info init
2024-02-19 23:02:49,131 DEBUG   HandlerThread:7499 [system_info.py:__init__():46] System info init done
2024-02-19 23:02:49,131 INFO    HandlerThread:7499 [system_monitor.py:start():151] Starting system monitor
2024-02-19 23:02:49,131 INFO    SystemMonitor:7499 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-02-19 23:02:49,132 INFO    HandlerThread:7499 [system_monitor.py:probe():172] Collecting system info
2024-02-19 23:02:49,132 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started cpu
2024-02-19 23:02:49,132 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started disk
2024-02-19 23:02:49,133 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started memory
2024-02-19 23:02:49,133 INFO    SystemMonitor:7499 [interfaces.py:start():168] Started network
2024-02-19 23:02:49,142 DEBUG   HandlerThread:7499 [system_info.py:probe():195] Probing system
2024-02-19 23:02:49,178 DEBUG   HandlerThread:7499 [system_info.py:_probe_git():180] Probing git
2024-02-19 23:02:49,185 DEBUG   HandlerThread:7499 [system_info.py:_probe_git():188] Probing git done
2024-02-19 23:02:49,185 DEBUG   HandlerThread:7499 [system_info.py:probe():241] Probing system done
